,Word,V,A,D
2504,clunk,0.448,0.472,0.407
2505,cluster,0.49,0.458,0.446
2506,clutch,0.4625,0.4365,0.5095000000000001
2507,clutter,0.135,0.598,0.4
2508,co,0.469,0.531,0.481
2509,coach,0.633,0.823,0.735
2510,coachman,0.479,0.394,0.509
2511,coagul,0.381,0.558,0.436
2512,coal,0.36,0.241,0.34
2513,coalesc,0.479,0.434,0.529
2514,coalit,0.49,0.73,0.673
2515,coars,0.333,0.481,0.481
2516,coast,0.719,0.396,0.458
2517,coastal,0.604,0.37,0.51
2518,coaster,0.612,0.788,0.627
2519,coastlin,0.745,0.282,0.441
2520,coat,0.6485000000000001,0.348,0.53
2521,coax,0.367,0.4,0.447
2522,cobalt,0.408,0.325,0.441
2523,cobbl,0.448,0.385,0.368
2524,cobbler,0.51,0.415,0.318
2525,cobra,0.312,0.712,0.6
2526,cocain,0.156,0.84,0.373
2527,cock,0.418,0.562,0.392
2528,cockamami,0.45,0.5,0.382
2529,cockey,0.459,0.46,0.423
2530,cocki,0.26,0.784,0.519
2531,cockpit,0.52,0.424,0.343
2532,cockroach,0.188,0.667,0.196
2533,cocksuck,0.083,0.764,0.339
2534,cocktail,0.74,0.48,0.381
2535,cocoa,0.776,0.255,0.322
2536,coconut,0.622,0.265,0.227
2537,cocoon,0.47,0.28,0.29
2538,cod,0.51,0.321,0.304
2539,code,0.5125,0.32599999999999996,0.579
2540,codein,0.375,0.582,0.436
2541,codex,0.531,0.488,0.524
2542,codfish,0.49,0.245,0.3
2543,codif,0.448,0.4,0.698
2544,codifi,0.448,0.41,0.679
2545,coeffici,0.677,0.415,0.702
2546,coerc,0.26,0.741,0.517
2547,coercion,0.33,0.708,0.577
2548,coerciv,0.479,0.67,0.506
2549,coexist,0.6156666666666667,0.427,0.6073333333333334
2550,coffe,0.823,0.418,0.309
2551,coffee t,0.72,0.339,0.295
2552,coffeehous,0.694,0.357,0.307
2553,coffeepot,0.76,0.333,0.312
2554,coffin,0.073,0.432,0.343
2555,cog,0.427,0.343,0.363
2556,cogent,0.765,0.479,0.836
2557,cognac,0.615,0.51,0.43
2558,cognat,0.615,0.35,0.398
2559,cognit,0.5740000000000001,0.3725,0.6699999999999999
2560,cohabit,0.646,0.526,0.598
2561,coher,0.709,0.3435,0.644
2562,cohes,0.5675,0.503,0.579
2563,cohort,0.459,0.551,0.566
2564,coil,0.41300000000000003,0.4305,0.3435
2565,coin,0.677,0.574,0.445
2566,coinag,0.5,0.4,0.545
2567,coincid,0.6205,0.4245,0.584
2568,coincident,0.646,0.481,0.337
2569,coke,0.404,0.461,0.397
2570,cola,0.469,0.325,0.24
2571,cold,0.2455,0.504,0.38749999999999996
2572,coldli,0.365,0.358,0.407
2573,coldsweat,0.427,0.491,0.327
2574,coleslaw,0.707,0.312,0.336
2575,colic,0.135,0.736,0.361
2576,coliseum,0.612,0.663,0.704
2577,collabor,0.8099999999999999,0.4656666666666667,0.6896666666666667
2578,collag,0.68,0.321,0.375
2579,collagen,0.541,0.245,0.45
2580,collaps,0.208,0.689,0.342
2581,collar,0.656,0.442,0.446
2582,collarbon,0.42,0.427,0.306
2583,collat,0.479,0.3905,0.544
2584,collater,0.531,0.422,0.717
2585,colleagu,0.74,0.413,0.6
2586,collect,0.666,0.445,0.5795999999999999
2587,collector,0.552,0.481,0.648
2588,colleg,0.7,0.467,0.746
2589,collegi,0.592,0.461,0.678
2590,colli,0.562,0.308,0.328
2591,collid,0.271,0.892,0.557
2592,collis,0.245,0.848,0.585
2593,colloc,0.637,0.36,0.594
2594,colloqui,0.604,0.363,0.368
2595,collus,0.365,0.51,0.4
2596,cologn,0.677,0.413,0.552
2597,colon,0.391,0.40700000000000003,0.40700000000000003
2598,colonel,0.459,0.592,0.89
2599,coloni,0.6345000000000001,0.33999999999999997,0.603
2600,colonoscopi,0.208,0.524,0.466
2601,colophon,0.5,0.408,0.385
2602,color,0.7731666666666667,0.4091666666666667,0.38866666666666666
2603,colorless,0.354,0.34,0.25
2604,coloss,0.698,0.692,0.9
2605,colt,0.561,0.587,0.543
2606,columbin,0.52,0.521,0.407
2607,column,0.48,0.25,0.67
2608,columnar,0.448,0.34,0.491
2609,columnist,0.646,0.365,0.648
2610,com,0.396,0.382,0.382
2611,coma,0.219,0.255,0.302
2612,comatos,0.143,0.438,0.433
2613,comb,0.4355,0.4065,0.542
2614,combat,0.4165,0.8494999999999999,0.8065
2615,combin,0.6643333333333333,0.4306666666666667,0.5863333333333333
2616,combinatori,0.561,0.436,0.428
2617,combo,0.698,0.439,0.453
2618,combust,0.4215,0.7285,0.6705
2619,come,0.591,0.34299999999999997,0.529
2620,comeback,0.58,0.409,0.555
2621,comedi,0.918,0.555,0.49
2622,comedian,0.812,0.735,0.598
2623,comet,0.704,0.679,0.471
2624,comfi,0.93,0.241,0.625
2625,comfort,0.8285,0.2515,0.51625
2626,comic,0.8170000000000001,0.5840000000000001,0.36600000000000005
2627,comma,0.344,0.269,0.242
2628,command,0.5583333333333333,0.6496666666666667,0.9049999999999999
2629,commando,0.323,0.71,0.817
2630,commemor,0.7603333333333334,0.5516666666666666,0.7146666666666667
2631,commenc,0.76,0.585,0.741
2632,commend,0.8676666666666667,0.588,0.635
2633,commensur,0.61,0.304,0.55
2634,comment,0.5795,0.4635,0.493
2635,commentari,0.602,0.402,0.446
2636,commerc,0.646,0.5,0.788
2637,commerci,0.806,0.49,0.528
2638,commi,0.385,0.519,0.454
2639,commiss,0.677,0.48,0.571
2640,commissari,0.385,0.5,0.788
2641,commission,0.602,0.449,0.949
2642,commit,0.5963333333333333,0.5936666666666667,0.6819999999999999
2643,committ,0.472,0.519,0.582
2644,committe,0.592,0.392,0.721
2645,commod,0.615,0.394,0.537
2646,commodor,0.427,0.53,0.636
2647,common,0.5603333333333333,0.296,0.4226666666666667
2648,commonli,0.604,0.17,0.574
2649,commonplac,0.52,0.337,0.442
2650,commonwealth,0.63,0.406,0.702
2651,commot,0.49,0.7,0.646
2652,commun,0.64825,0.451,0.658875
2653,communic,0.796,0.491,0.623
2654,communion,0.765,0.357,0.607
2655,communist,0.265,0.702,0.632
2656,commut,0.601,0.49375,0.5745
2657,comp,0.573,0.45,0.371
2658,compact,0.5236666666666666,0.41333333333333333,0.5696666666666667
2659,compani,0.906,0.425,0.798
2660,companion,0.77,0.377,0.618
2661,companionless,0.271,0.259,0.2
2662,companionship,0.833,0.438,0.792
2663,compar,0.547,0.37875000000000003,0.5205
2664,comparison,0.583,0.456,0.492
2665,compart,0.5,0.389,0.607
2666,compass,0.638,0.2825,0.519
2667,compassion,0.857,0.404,0.411
2668,compat,0.854,0.4185,0.6555
2669,compel,0.41033333333333327,0.6903333333333332,0.614
2670,compendium,0.61,0.461,0.537
2671,compens,0.6935,0.44899999999999995,0.6799999999999999
2672,compensatori,0.589,0.49,0.7
2673,compet,0.7052499999999999,0.7205,0.81925
2674,competit,0.5135,0.754,0.853
2675,competitor,0.612,0.959,0.861
2676,compil,0.565,0.4625,0.5625
2677,complac,0.6145,0.47750000000000004,0.5185
2678,complain,0.143,0.682,0.36
2679,complaint,0.143,0.606,0.281
2680,complement,0.76,0.277,0.6
2681,complementari,0.714,0.32,0.586
2682,complet,0.7326666666666667,0.424,0.7231666666666667
2683,complex,0.393,0.6016666666666667,0.5856666666666667
2684,complexion,0.521,0.52,0.38
2685,compli,0.7675000000000001,0.39649999999999996,0.614
2686,complianc,0.75,0.462,0.75
2687,compliant,0.677,0.31,0.519
2688,complic,0.27725,0.6817500000000001,0.46475
2689,compliment,0.82,0.49,0.651
2690,complimentari,0.823,0.413,0.435
2691,compo,0.5,0.346,0.39
2692,compon,0.531,0.382,0.525
2693,compos,0.715,0.4683333333333333,0.6890000000000001
2694,composit,0.6779999999999999,0.4335,0.636
2695,compost,0.48,0.404,0.441
2696,composur,0.802,0.354,0.717
2697,compound,0.635,0.385,0.735
2698,comprehend,0.875,0.365,0.689
2699,comprehens,0.8520000000000001,0.386,0.6659999999999999
2700,compress,0.49924999999999997,0.43025,0.503
2701,compressor,0.418,0.481,0.63
2702,compris,0.839,0.373,0.669
2703,compromis,0.677,0.52,0.805
2704,comptrol,0.402,0.481,0.866
2705,compuls,0.23249999999999998,0.8155,0.5885
2706,compulsori,0.343,0.541,0.791
2707,comput,0.6462,0.39859999999999995,0.6279999999999999
2708,computer,0.677,0.45,0.657
2709,comrad,0.781,0.412,0.804
2710,con,0.255,0.736,0.427
2711,concaten,0.48,0.593,0.539
2712,concav,0.441,0.349,0.349
2713,conceal,0.3193333333333333,0.4563333333333333,0.34933333333333333
2714,conced,0.67,0.324,0.473
2715,conceit,0.274,0.646,0.391
2716,conceiv,0.719,0.444,0.6565
2717,concentr,0.7383333333333333,0.47266666666666673,0.7000000000000001
2718,concept,0.6335,0.3775,0.623
2719,concern,0.271,0.716,0.4065
2720,concert,0.938,0.867,0.718
2721,concerto,0.613,0.759,0.679
2722,concess,0.588,0.423,0.615
2723,concession,0.77,0.493,0.657
2724,conch,0.583,0.306,0.339
2725,concierg,0.48,0.343,0.343
2726,concili,0.792,0.475,0.726
2727,concis,0.583,0.298,0.62
2728,conclav,0.573,0.44,0.611
2729,conclud,0.5305,0.3245,0.641
2730,conclus,0.5575,0.402,0.702
2731,concoct,0.448,0.459,0.417
2732,concomit,0.427,0.482,0.727
2733,concord,0.651,0.33899999999999997,0.597
2734,concour,0.5,0.53,0.495
2735,concours,0.74,0.657,0.528
2736,concret,0.633,0.42,0.547
2737,concubin,0.388,0.594,0.476
2738,concur,0.516,0.497,0.555
2739,concurr,0.6685,0.587,0.677
2740,concuss,0.072,0.708,0.482
2741,condemn,0.1175,0.759,0.537
2742,condens,0.554,0.3655,0.5805
2743,condescend,0.583,0.363,0.593
2744,condescens,0.521,0.377,0.565
2745,condiment,0.52,0.333,0.433
2746,condit,0.48300000000000004,0.42616666666666664,0.5863333333333333
2747,condition,0.781,0.36,0.538
2748,condo,0.439,0.288,0.607
2749,condol,0.229,0.4615,0.346
2750,condom,0.406,0.637,0.5
2751,condon,0.571,0.441,0.619
2752,condor,0.573,0.388,0.519
2753,conduc,0.775,0.479,0.679
2754,conduct,0.522,0.5473333333333333,0.703
2755,conductor,0.677,0.663,0.621
2756,conduit,0.47,0.302,0.413
2757,cone,0.417,0.208,0.343
2758,confeder,0.607,0.47500000000000003,0.8109999999999999
2759,confederaci,0.59,0.541,0.736
2760,confer,0.6305,0.5485,0.5945
2761,confess,0.38466666666666666,0.6306666666666666,0.5163333333333333
2762,confession,0.458,0.392,0.629
2763,confetti,0.781,0.573,0.25
2764,confid,0.8075,0.42625,0.723
2765,confidenti,0.6476666666666667,0.457,0.6789999999999999
2766,configur,0.54,0.443,0.591
2767,confin,0.3355,0.51625,0.511
2768,confirm,0.7913333333333333,0.4696666666666667,0.754
2769,confirmatori,0.656,0.5,0.683
2770,confisc,0.22899999999999998,0.6655,0.534
2771,conflagr,0.344,0.721,0.594
2772,conflict,0.254,0.8220000000000001,0.512
2773,confluenc,0.677,0.598,0.565
2774,conform,0.5885,0.364,0.47975
2775,confound,0.33999999999999997,0.5285,0.2985
2776,confront,0.229,0.815,0.702
2777,confus,0.201,0.6467499999999999,0.23700000000000002
2778,conga,0.469,0.529,0.44
2779,congeni,0.82,0.412,0.62
2780,congenit,0.448,0.434,0.427
2781,congest,0.271,0.654,0.491
2782,conglomer,0.5205,0.61,0.754
2783,congrat,0.93,0.726,0.775
2784,congratul,0.945,0.753,0.7399999999999999
2785,congratulatori,0.959,0.616,0.689
2786,congreg,0.607,0.51,0.7164999999999999
2787,congress,0.449,0.444,0.857
2788,congression,0.552,0.491,0.848
2789,congressman,0.438,0.471,0.877
2790,congruenc,0.656,0.472,0.577
2791,conic,0.5,0.395,0.425
2792,conjectur,0.396,0.398,0.534
2793,conjug,0.5866666666666666,0.453,0.579
2794,conjunct,0.5035000000000001,0.45799999999999996,0.5740000000000001
2795,conjur,0.3045,0.666,0.6695
2796,conk,0.34,0.469,0.404
2797,connect,0.747,0.475,0.64175
2798,connoisseur,0.76,0.461,0.769
2799,conquer,0.727,0.873,0.9535
2800,conqueror,0.604,0.809,0.93
2801,conquest,0.71,0.702,0.833
2802,conscienc,0.663,0.375,0.721
2803,conscienti,0.688,0.404,0.688
2804,consciou,0.74,0.333,0.705
2805,conscious,0.84,0.483,0.755
2806,conscript,0.396,0.775,0.642
2807,consecr,0.7170000000000001,0.45899999999999996,0.802
2808,consecut,0.663,0.418,0.643
2809,consensu,0.645,0.38749999999999996,0.64
2810,consent,0.7384999999999999,0.453,0.6565
2811,consequ,0.4515,0.596,0.609
2812,conserv,0.7123333333333334,0.3546666666666667,0.6556666666666667
2813,conservat,0.406,0.369,0.633
2814,conservatori,0.635,0.24,0.729
2815,consid,0.677,0.368,0.579
2816,consider,0.6743333333333333,0.35800000000000004,0.6676666666666667
2817,consign,0.49,0.44,0.5
2818,consigne,0.635,0.385,0.602
2819,consist,0.7743333333333333,0.439,0.731
2820,consol,0.5776666666666667,0.33033333333333337,0.39033333333333337
2821,consolid,0.7280000000000001,0.417,0.81
2822,conson,0.5,0.347,0.417
2823,consort,0.632,0.509,0.63
2824,conspicu,0.479,0.52,0.596
2825,conspir,0.2385,0.763,0.6134999999999999
2826,conspiraci,0.125,0.787,0.652
2827,constabl,0.573,0.667,0.764
2828,constanc,0.786,0.443,0.763
2829,constant,0.74,0.296,0.686
2830,constantli,0.663,0.561,0.7
2831,constel,0.719,0.533,0.775
2832,constern,0.167,0.68,0.469
2833,constip,0.079,0.612,0.231
2834,constitu,0.5486666666666666,0.4646666666666666,0.7853333333333333
2835,constitut,0.6783333333333333,0.38233333333333336,0.874
2836,constitution,0.612,0.439,0.853
2837,constrain,0.198,0.5185,0.4285
2838,constraint,0.323,0.55,0.481
2839,constru,0.602,0.519,0.553
2840,construct,0.8193333333333334,0.61,0.7876666666666666
2841,consul,0.567,0.40349999999999997,0.691
2842,consult,0.7283333333333334,0.39233333333333337,0.6246666666666667
2843,consum,0.5023333333333334,0.5706666666666668,0.574
2844,consumm,0.567,0.6080000000000001,0.6095
2845,consumpt,0.39,0.531,0.538
2846,contact,0.719,0.424,0.526
2847,contagi,0.184,0.725,0.4
2848,contagion,0.208,0.63,0.535
2849,contain,0.5013333333333333,0.459,0.6123333333333334
2850,contamin,0.10166666666666668,0.5736666666666667,0.38966666666666666
2851,contempl,0.6736666666666666,0.3263333333333333,0.6693333333333333
2852,contemporan,0.64,0.373,0.591
2853,contemporari,0.72,0.365,0.569
2854,contempt,0.176,0.646,0.4335
2855,contemptu,0.204,0.5,0.375
2856,contend,0.49333333333333335,0.715,0.7093333333333334
2857,content,0.7054,0.4806,0.675
2858,contenti,0.422,0.573,0.637
2859,contest,0.7135,0.614,0.6595
2860,context,0.531,0.3,0.553
2861,contigu,0.375,0.45,0.5
2862,contin,0.5005000000000001,0.3845,0.651
2863,continent,0.486,0.35,0.755
2864,conting,0.433,0.5155000000000001,0.6645000000000001
2865,continu,0.6547,0.45729999999999993,0.6199
2866,continuum,0.677,0.39,0.491
2867,contour,0.589,0.265,0.414
2868,contraband,0.177,0.875,0.67
2869,contracept,0.296,0.518,0.525
2870,contract,0.45599999999999996,0.5535,0.61425
2871,contractil,0.48,0.586,0.569
2872,contractor,0.592,0.479,0.727
2873,contradict,0.20500000000000002,0.629,0.4295
2874,contradictori,0.365,0.651,0.421
2875,contrapt,0.448,0.59,0.491
2876,contrari,0.327,0.449,0.338
2877,contrast,0.5005,0.47200000000000003,0.5055000000000001
2878,contraven,0.357,0.618,0.472
2879,contravent,0.344,0.627,0.593
2880,contribut,0.8300000000000001,0.401,0.7775000000000001
2881,contributor,0.844,0.51,0.76
2882,contrit,0.347,0.473,0.46799999999999997
2883,contriv,0.408,0.53,0.458
2884,control,0.5626666666666666,0.5016666666666666,0.8536666666666667
2885,controversi,0.2605,0.8385,0.569
2886,contus,0.167,0.565,0.509
2887,conundrum,0.354,0.524,0.408
2888,convalesc,0.458,0.48,0.269
2889,convect,0.521,0.494,0.526
2890,conven,0.583,0.676,0.636
2891,conveni,0.8096666666666668,0.4503333333333333,0.6266666666666666
2892,convent,0.5653333333333334,0.377,0.644
2893,converg,0.6556666666666667,0.484,0.62
2894,convers,0.6703333333333333,0.4535,0.5871666666666666
2895,conversationalist,0.719,0.467,0.667
2896,convert,0.5853333333333334,0.49500000000000005,0.7023333333333334
2897,convex,0.4435,0.39049999999999996,0.4645
2898,convey,0.667,0.5765,0.5815
2899,conveyanc,0.375,0.479,0.663
2900,convict,0.396,0.772,0.6515
2901,convinc,0.7393333333333333,0.522,0.7643333333333334
2902,convoc,0.538,0.611,0.663
2903,convolut,0.37,0.5865,0.48
2904,convoy,0.5,0.671,0.639
2905,coo,0.49,0.439,0.5
2906,cook,0.7705,0.505,0.423
2907,cookbook,0.602,0.346,0.398
2908,cooker,0.592,0.373,0.407
2909,cookeri,0.633,0.368,0.345
2910,cooki,0.8075,0.3785,0.28300000000000003
2911,cookout,0.68,0.406,0.482
2912,cool,0.6146666666666666,0.39033333333333337,0.5736666666666667
2913,coolant,0.72,0.412,0.456
2914,cooler,0.664,0.375,0.46
2915,coon,0.49,0.46,0.4
2916,coop,0.612,0.445,0.65
2917,cooper,0.8302499999999999,0.44375,0.6577500000000001
2918,coordin,0.7083333333333334,0.4643333333333333,0.7776666666666667
2919,cop,0.327,0.77,0.836
2920,copacet,0.51,0.471,0.453
2921,cope,0.577,0.6385000000000001,0.661
2922,copi,0.454,0.27749999999999997,0.3335
2923,copier,0.459,0.345,0.39
2924,copilot,0.64,0.538,0.573
2925,copiou,0.427,0.462,0.527
2926,copper,0.58,0.26,0.5
2927,copter,0.571,0.704,0.569
2928,copycat,0.449,0.58,0.443
2929,copyright,0.458,0.402,0.663
2930,coral,0.802,0.231,0.425
2931,coral snak,0.276,0.712,0.607
2932,cord,0.388,0.378,0.358
2933,cordial,0.823,0.312,0.482
2934,cordless,0.667,0.441,0.528
2935,cordon,0.469,0.317,0.38
2936,corduroy,0.57,0.324,0.357
2937,core,0.721,0.378,0.54
2938,cork,0.347,0.25,0.281
2939,corkscrew,0.427,0.443,0.445
2940,corn,0.5265,0.3185,0.3585
2941,cornbal,0.479,0.378,0.325
2942,cornbread,0.643,0.304,0.302
2943,cornea,0.521,0.346,0.443
2944,corner,0.4,0.296,0.366
2945,cornerston,0.55,0.388,0.596
2946,cornet,0.507,0.52,0.415
2947,cornfield,0.719,0.31,0.349
2948,cornflak,0.729,0.346,0.355
2949,corni,0.448,0.37,0.221
2950,cornic,0.458,0.441,0.295
2951,cornstarch,0.643,0.299,0.337
2952,corollari,0.458,0.469,0.366
2953,coron,0.5575,0.575,0.681
2954,corona,0.818,0.439,0.745
2955,coronari,0.567,0.613,0.509
2956,corp,0.551,0.453,0.483
2957,corpor,0.53075,0.4065,0.66875
2958,corps,0.094,0.657,0.232
2959,corpsman,0.439,0.469,0.651
2960,corpu,0.543,0.34,0.49
2961,corral,0.606,0.662,0.422
2962,correct,0.5682,0.49640000000000006,0.629
2963,correl,0.5529999999999999,0.43200000000000005,0.571
2964,correspond,0.6715,0.46575,0.5915
2965,corridor,0.604,0.589,0.592
2966,corrobor,0.648,0.45099999999999996,0.6745
2967,corros,0.14800000000000002,0.614,0.45899999999999996
2968,corrupt,0.04466666666666667,0.8133333333333334,0.47633333333333333
2969,cors,0.448,0.451,0.382
2970,corsag,0.51,0.294,0.397
2971,corset,0.49,0.52,0.381
2972,cortex,0.594,0.439,0.529
2973,cortic,0.38,0.423,0.536
2974,cortison,0.427,0.395,0.456
2975,corvett,0.551,0.52,0.598
2976,cosi,0.847,0.255,0.518
2977,cosmet,0.6950000000000001,0.384,0.39
2978,cosmic,0.663,0.538,0.692
2979,cosmo,0.86,0.478,0.664
2980,cosmolog,0.651,0.438,0.637
2981,cosmopolitan,0.823,0.51,0.76
2982,cost,0.365,0.42,0.439
2983,costli,0.316,0.65,0.642
2984,costum,0.548,0.51,0.374
2985,cot,0.625,0.23,0.278
2986,cote,0.439,0.344,0.324
2987,cottag,0.6,0.279,0.361
2988,cotton,0.639,0.071,0.24
2989,couch,0.594,0.082,0.198
2990,cougar,0.438,0.588,0.538
2991,cough,0.255,0.627,0.241
2992,council,0.875,0.279,0.635
2993,councilman,0.531,0.367,0.793
2994,counsel,0.6305000000000001,0.4995,0.717
2995,counsellor,0.823,0.327,0.74
2996,counselor,0.873,0.365,0.706
2997,count,0.4685,0.381,0.496
2998,countdown,0.438,0.692,0.49
2999,counten,0.635,0.44,0.69
3000,counter,0.439,0.478,0.75
3001,counteract,0.378,0.542,0.688
3002,counterattack,0.281,0.951,0.764
3003,counterbal,0.52,0.48,0.627
3004,counterclaim,0.398,0.76,0.651
3005,counterfeit,0.094,0.694,0.451
3006,counterpart,0.448,0.608,0.577
3007,counterpoint,0.438,0.509,0.538
3008,countess,0.562,0.44,0.67
3009,counti,0.479,0.368,0.545
3010,countless,0.52,0.566,0.534
3011,countri,0.698,0.394,0.693
3012,countryman,0.673,0.441,0.789
3013,countrymus,0.795,0.451,0.438
3014,countrysid,0.732,0.288,0.327
3015,coup,0.377,0.6375,0.5445
3016,coupl,0.6706666666666666,0.4566666666666666,0.604
3017,coupon,0.704,0.3,0.421
3018,courag,0.874,0.6575,0.864
3019,courier,0.551,0.383,0.441
3020,cours,0.6385000000000001,0.44199999999999995,0.54
3021,court,0.423,0.7395,0.8214999999999999
3022,courteou,0.937,0.396,0.529
3023,courtesi,0.927,0.287,0.431
3024,courthous,0.571,0.503,0.818
3025,courtroom,0.385,0.67,0.887
3026,courtship,0.667,0.49,0.654
3027,courtsid,0.592,0.391,0.434
3028,courtyard,0.503,0.365,0.355
3029,cousin,0.7175,0.40149999999999997,0.4455
3030,cove,0.5,0.304,0.37
3031,coven,0.526,0.52,0.629
3032,cover,0.514,0.32066666666666666,0.566
3033,coverag,0.767,0.413,0.629
3034,covert,0.5,0.57,0.508
3035,covet,0.48150000000000004,0.7545,0.5745
3036,cow,0.449,0.23,0.3
3037,coward,0.102,0.49,0.149
3038,cowardic,0.133,0.621,0.167
3039,cowardli,0.102,0.385,0.127
3040,cowboy,0.594,0.625,0.695
3041,cowgirl,0.541,0.566,0.554
3042,cowhand,0.438,0.48,0.596
3043,cowhid,0.458,0.324,0.333
3044,cowl,0.427,0.45,0.232
3045,cowork,0.667,0.49,0.625
3046,coy,0.347,0.33,0.213
3047,coyot,0.459,0.471,0.387
3048,cozi,0.91,0.356,0.545
3049,crab,0.421,0.396,0.33
3050,crabbi,0.198,0.812,0.37
3051,crack,0.2843333333333333,0.5673333333333334,0.3046666666666667
3052,cracker,0.604,0.343,0.346
3053,crackerjack,0.567,0.509,0.426
3054,crackl,0.327,0.643,0.481
3055,crackpot,0.26,0.602,0.245
3056,cradl,0.776,0.194,0.333
3057,craft,0.7135,0.35050000000000003,0.465
3058,crafti,0.589,0.679,0.783
3059,craftsman,0.719,0.31,0.583
3060,craftsmanship,0.823,0.373,0.571
3061,craig,0.448,0.449,0.49
3062,cram,0.38,0.735,0.532
3063,cramp,0.217,0.6815,0.35
3064,cranberri,0.793,0.33,0.363
3065,cranberry juic,0.622,0.321,0.281
3066,crane,0.396,0.417,0.589
3067,cranial,0.354,0.51,0.583
3068,cranium,0.439,0.491,0.725
3069,crank,0.448,0.275,0.417
3070,cranki,0.194,0.776,0.396
3071,cranni,0.194,0.471,0.25
3072,crap,0.229,0.532,0.22000000000000003
3073,crappi,0.039,0.582,0.208
3074,crash,0.194,0.906,0.355
3075,crass,0.223,0.49,0.466
3076,crate,0.427,0.173,0.274
3077,crater,0.45,0.647,0.529
3078,crave,0.5675,0.6325000000000001,0.6835
3079,crawfish,0.51,0.427,0.342
3080,crawl,0.479,0.519,0.467
3081,crayon,0.644,0.313,0.29500000000000004
3082,craze,0.20400000000000001,0.767,0.426
3083,crazi,0.197,0.8755,0.28800000000000003
3084,creak,0.32299999999999995,0.7065,0.413
3085,cream,0.7055,0.266,0.254
3086,creamer,0.594,0.192,0.269
3087,creami,0.823,0.337,0.345
3088,creas,0.44,0.286,0.3
3089,creat,0.786,0.588,0.789
3090,creation,0.927,0.575,0.868
3091,creativ,0.9275,0.601,0.8015
3092,creator,0.865,0.592,0.856
3093,creatur,0.669,0.625,0.62
3094,credenc,0.76,0.46,0.737
3095,credenti,0.7215,0.355,0.636
3096,credibl,0.896,0.434,0.7795000000000001
3097,credit,0.7322500000000001,0.49975,0.7055
3098,credit card,0.67,0.55,0.64
3099,creditor,0.479,0.594,0.689
3100,creed,0.573,0.245,0.544
3101,creek,0.552,0.392,0.33
3102,creep,0.32299999999999995,0.63,0.3215
3103,creeper,0.429,0.558,0.366
3104,creepi,0.125,0.861,0.373
3105,cremat,0.084,0.62,0.42
3106,creol,0.667,0.357,0.523
3107,crepe,0.562,0.224,0.349
3108,crescendo,0.76,0.575,0.594
3109,crescent,0.698,0.382,0.407
3110,crest,0.458,0.333,0.333
3111,crestfallen,0.235,0.346,0.175
3112,cretin,0.1795,0.6619999999999999,0.32
3113,crevic,0.361,0.471,0.275
3114,crew,0.604,0.598,0.735
3115,crewman,0.602,0.58,0.548
3116,cri,0.151,0.6476666666666667,0.239
3117,crib,0.653,0.24,0.407
3118,cricket,0.423,0.539,0.37
3119,crime,0.071,0.943,0.63
3120,crimin,0.0715,0.8465,0.5545
3121,crimp,0.26,0.557,0.396
3122,crimson,0.667,0.385,0.37
3123,cring,0.245,0.84,0.377
3124,crippl,0.09500000000000001,0.4493333333333333,0.26266666666666666
3125,crisi,0.208,0.811,0.431
3126,crisp,0.776,0.692,0.508
3127,crispi,0.656,0.55,0.509
3128,criterion,0.396,0.41,0.736
3129,critic,0.21480000000000002,0.6554,0.504
3130,criticis,0.073,0.7,0.452
3131,critiqu,0.302,0.76,0.537
3132,critter,0.542,0.539,0.482
3133,croak,0.337,0.346,0.298
3134,croc,0.327,0.452,0.451
